name;company;technology;job;location.city;location.country;salary.low;salary.high;salary.currency;salary;is_senior
remote mid test automation engineer;Sonel S.A.;;tester;zdalna;B/D;8500.0;13000.0;PLN;;0
remote manual test engineer;Sonel S.A.;;tester;zdalna;B/D;6000.0;11000.0;PLN;;0
senior qa automation engineer (python);Plume;;tester;wrocław;POL;10000.0;18000.0;PLN;;1
qa engineer;Unity Group;;tester;zdalna;B/D;8500.0;12700.0;PLN;;0
test automation engineer (lte/5g);Link Group;;tester;zdalna;B/D;13500.0;16800.0;PLN;;0
java test automation engineer;Solit;;tester;zdalna;B/D;12600.0;16000.0;PLN;;0
regular qa;Clearcode;;tester;zdalna;B/D;10000.0;14000.0;PLN;;0
performance engineer;Sii Polska;;tester;zdalna;B/D;14700.0;25200.0;PLN;;0
remote test automation engineer;Milo Solutions;;tester;zdalna;B/D;10000.0;13500.0;PLN;;0
remote mid/senior qa engineer (aws);ClearScale;;tester;zdalna;B/D;18816.0;26880.0;PLN;;0
test automation engineer;Sollers Consulting;;tester;warszawa;"POL
 + 8";11800.0;18500.0;PLN;;0
senior tester;Sollers Consulting;;tester;warszawa;"POL
 + 8";11800.0;16500.0;PLN;;1
manual tester;VM.PL Softare House;;tester;zdalna;B/D;10080.0;13440.0;PLN;;0
test manager;VM.PL Softare House;;tester;zdalna;B/D;16800.0;23520.0;PLN;;0
junior manual test engineer with python;Kontakt.io;;tester;kraków;POL;8000.0;13500.0;PLN;;0
python test developer;Solit;;tester;zdalna;B/D;8000.0;14000.0;PLN;;0
qa engineer for linux/ android;Ved Softare;;tester;warszawa;POL;10920.0;15960.0;PLN;;0
remote software application tester;BigPicture;;tester;zdalna;B/D;8500.0;11500.0;PLN;;0
qa engineer;NOVOMATIC Technologies Poland S.A.;;tester;zdalna;B/D;11900.0;23700.0;PLN;;0
manual test engineer;Hays Poland;;tester;zdalna;B/D;13440.0;16800.0;PLN;;0
test automation engineer;Hays Poland;;tester;zdalna;B/D;23520.0;26040.0;PLN;;0
sap test automation - 100% remote;AVENGA;;tester;zdalna;B/D;16800.0;19320.0;PLN;;0
senior software qa specialist;TestArmy Group S.A;;tester;zdalna;B/D;8400.0;11760.0;PLN;;1
mobile qa engineer, tutoring;BRAINLY;;tester;zdalna;B/D;9000.0;14000.0;PLN;;0
remote mobile qa engineer;Engenious.io;;tester;zdalna;B/D;8000.0;15000.0;PLN;;0
młodszy specjalista ds. testów i analiz;Sii Polska;;tester;warszawa;POL;3000.0;5500.0;PLN;;0
junior test automation developer;CloudFerro;;tester;warszawa;POL;5000.0;8000.0;PLN;;0
junior manual tester;Dev and Deliver;;tester;zdalna;B/D;3000.0;6000.0;PLN;;0
remote test engineer (web/mobile);Solit;;tester;zdalna;B/D;8000.0;14000.0;PLN;;0
remote tester manualny;apreel Sp. z o.o.;;tester;warszawa;"POL
 + 1";8400.0;14700.0;PLN;;0
qa lead with python / 100% remote;AVENGA;;tester;zdalna;B/D;26880.0;28560.0;PLN;;0
remote qa engineer;CDQ;;tester;zdalna;B/D;15000.0;20000.0;PLN;;0
manual game tester;Link Group;;tester;zdalna;B/D;10000.0;16000.0;PLN;;0
senior test automation engineer;Apptio;;tester;kraków;POL;17000.0;27000.0;PLN;;1
qa engineer;Derave Softare;;tester;lublin;POL;4000.0;7000.0;PLN;;0
quality assurance engineer;NetorkedAssets Sp. z o.o.;;tester;zdalna;B/D;10000.0;17000.0;PLN;;0
test automation engineer with python;System Verification;;tester;zdalna;B/D;15000.0;24000.0;PLN;;0
qa automation tester with java - remote;Ideamotive;;tester;zdalna;B/D;18000.0;20000.0;PLN;;0
junior tester (python);VlogIT;;tester;zdalna;B/D;10080.0;13440.0;PLN;;0
junior test analyst;Famoc S.A.;;tester;gdańsk;POL;4300.0;6200.0;PLN;;0
junior tester;YND Technologies;;tester;warszawa;POL;4500.0;6500.0;PLN;;0
qa automation engineer;VOLT.io Open Banking Payments;;tester;warszawa;"POL
 + 1";12000.0;20000.0;PLN;;0
senior qc engineer;SoftServe;;tester;zdalna;B/D;8500.0;17000.0;PLN;;1
junior test manual engineer;Aspire Systems Poland;;tester;gdańsk;POL;5000.0;7000.0;PLN;;0
test automation engineer;Dunning, Kruger & Associates Sp. z o.o.;;tester;zdalna;B/D;15120.0;22680.0;PLN;;0
quality assurance engineer;Amartus Polska Sp. z o.o.;;tester;kraków;POL;10000.0;13000.0;PLN;;0
test automation engineer;Citi Service Center;;tester;warszawa;POL;10000.0;20000.0;PLN;;0
remote test automation engineer;Cognitum Services SA;;tester;zdalna;B/D;15120.0;23520.0;PLN;;0
remote qa engineer;AUTO1 Group;;tester;zdalna;B/D;8000.0;15000.0;PLN;;0
test engineer;Sigma IT Poland;;tester;zdalna;B/D;18480.0;21000.0;PLN;;0
remote / test automation engineer;Link Group;;tester;zdalna;B/D;16000.0;21000.0;PLN;;0
test automation engineer;Emerson Process Management Sp. z o.o.;;tester;warszawa;POL;8000.0;11000.0;PLN;;0
senior .net test automation engineer;Pragmile;;tester;zdalna;B/D;14000.0;25200.0;PLN;;1
senior quality assurance engineer;IDEMIA;;tester;zdalna;B/D;15960.0;23940.0;PLN;;1
remote qa engineer;ING BANK ŚLĄSKI SPÓŁKA AKCYJNA;;tester;zdalna;B/D;7500.0;15000.0;PLN;;0
qa engineer;gravity9;;tester;zdalna;B/D;16800.0;26880.0;PLN;;0
test automation engineer;SquareOne;;tester;zdalna;B/D;18480.0;21840.0;PLN;;0
qa tester with sql;Capco;;tester;zdalna;B/D;15120.0;24360.0;PLN;;0
qa team leader;Coinfirm;;tester;zdalna;B/D;18000.0;25000.0;PLN;;0
remote test automation engineer;Vazco Sp. z o.o. Sp. k.;;tester;zdalna;B/D;7500.0;12500.0;PLN;;0
automated test engineer;TKH Technology Poland;;tester;zdalna;B/D;12000.0;15000.0;PLN;;0
test automation engineer (regular);ProData Consult;;tester;zdalna;B/D;18480.0;23520.0;PLN;;0
senior qa engineer;Synerise;;tester;zdalna;B/D;14000.0;22000.0;PLN;;1
remote senior quality assurance engineer;Transition Technologies PSC Sp. z o.o;;tester;zdalna;B/D;16800.0;25200.0;PLN;;0
qc engineer;SoftServe;;tester;zdalna;B/D;15000.0;17000.0;PLN;;0
junior hardware/ software tester;Conclusive Engineering Sp. z o.o.;;tester;katowice;POL;5000.0;8000.0;PLN;;0
mid test automation engineer;Acaisoft Poland Sp. z.o.o;;tester;zdalna;B/D;11000.0;18000.0;PLN;;0
pentester / penetration test;Devire Sp. z o.o.;;tester;zdalna;B/D;11000.0;18000.0;PLN;;0
quality assurance engineer;Grid Dynamics;;tester;zdalna;B/D;12000.0;20500.0;PLN;;0
software engineer / ab tester;System Verification;;tester;zdalna;B/D;20000.0;30000.0;PLN;;0
manual test engineer;MindMics.com;;tester;kraków;POL;7500.0;13000.0;PLN;;0
software test analyst;FIS Techlology Services (Poland) Sp. z o.o.;;tester;warszawa;POL;7000.0;10000.0;PLN;;0
lead test automation engineer;EPAM;;tester;zdalna;B/D;14000.0;20500.0;PLN;;0
senior test automation engineer;EPAM;;tester;zdalna;B/D;11500.0;17500.0;PLN;;1
senior qa engineer;AUTO1 Group;;tester;zdalna;B/D;15000.0;19000.0;PLN;;1
senior quality assurance engineer;Housecall Pro;;tester;zdalna;B/D;26216.0;37139.0;PLN;;1
automation tester - remote;Direct Communication Sp. z o.o.;;tester;zdalna;B/D;15000.0;21500.0;PLN;;0
software test analyst;FIS Techlology Services (Poland) Sp. z o.o.;;tester;warszawa;POL;10000.0;12000.0;PLN;;0
remote qa automation engineer;medcase Health;;tester;zdalna;B/D;7000.0;12500.0;PLN;;0
manual test engineer;Frontkom;;tester;lublin;"POL
 + 1";5000.0;7500.0;PLN;;0
tester manualny;jpk-insight sp. z o.o.;;tester;zdalna;B/D;6000.0;11000.0;PLN;;0
senior test automation developer;Omada;;tester;zdalna;B/D;18000.0;21000.0;PLN;;1
qa engineer (test automation);FRIDAY;;tester;warszawa;POL;12000.0;20000.0;PLN;;0
junior software tester;Andea Solutions Sp. z o.o.;;tester;kraków;POL;3500.0;7000.0;PLN;;0
api tester;Sii Polska;;tester;zdalna;B/D;8400.0;16800.0;PLN;;0
senior test automation engineer;TestArmy Group S.A;;tester;zdalna;B/D;15120.0;21840.0;PLN;;1
ux and qa tester - remote;Testbirds;;tester;zdalna;B/D;15960.0;32088.0;PLN;;0
test automation engineer (java or .net);Link Group;;tester;warszawa;"POL
 + 1";8000.0;15000.0;PLN;;0
manual tester;Link Group;;tester;zdalna;B/D;7000.0;14000.0;PLN;;0
test automation engineer python;Sysnet Global Solutions;;tester;zdalna;B/D;12000.0;19000.0;PLN;;0
test engineer;Ringier Axel Springer Tech;;tester;zdalna;B/D;10000.0;14500.0;PLN;;0
senior test automation engineer;Ringier Axel Springer Tech;;tester;zdalna;B/D;13000.0;21000.0;PLN;;1
🔥 senior / regular qa engineer;Northmill Bank AB;;tester;zdalna;B/D;12000.0;19000.0;PLN;;0
test automation engineer;TestArmy Group S.A;;tester;zdalna;B/D;10080.0;15120.0;PLN;;0
remote mid test automation engineer;Aspire Systems Poland;;tester;zdalna;B/D;12000.0;16800.0;PLN;;0
manual quality assurance engineer;Infermedica Sp z.o.o;;tester;zdalna;B/D;9000.0;12000.0;PLN;;0
remote manual test engineer;OpsTalent;;tester;zdalna;B/D;5000.0;9500.0;PLN;;0
senior test automation engineer;OpsTalent;;tester;wrocław;POL;14000.0;18000.0;PLN;;1
quality assurance engineer;Amsterdam Standard Sp. z o.o.;;tester;wrocław;"POL
 + 3";12000.0;18000.0;PLN;;0
test engineer;CTM;;tester;gdynia;POL;5000.0;7000.0;PLN;;0
